id,D1_1,D1_2,D1_3,D1_4,D2_1,D2_2,D2_3,D2_4,D3_1,D3_2,D3_3,D3_4,D4_1,D4_2,D4_3,D4_4,D5_1,D5_2,D5_3,D5_4,CLASS
1522,32,5,168,24,49,1,276,29,53,9,174,27,24,26,54,24,16,8,265,29,D2
1523,32,7,205,1,51,6,257,1,6,19,136,25,28,7,67,2,67,2,139,9,D2
1524,4,14,86,18,27,2,120,23,44,5,213,25,32,28,59,9,52,13,82,9,D5
1525,90,12,17,5,8,7,166,1,12,23,162,26,59,11,267,1,52,6,169,14,D4
1526,96,5,207,7,8,13,194,18,33,14,289,21,26,10,120,4,11,26,167,13,D1
1527,47,6,7,19,59,16,234,4,79,12,162,10,96,1,266,26,30,17,176,1,D4
1528,74,23,193,28,23,3,1,13,63,0,182,12,46,26,172,15,41,17,1,17,D3
1529,24,10,182,5,81,0,255,6,3,5,289,13,4,6,242,10,76,27,170,2,D2
1530,26,27,287,10,54,19,261,12,40,20,235,28,10,1,245,-5,53,20,145,26,D4
1531,49,5,103,18,83,12,109,6,50,27,58,14,70,1,167,28,76,21,217,3,D2
1532,20,0,93,14,91,0,9,3,61,25,11,12,30,22,191,15,71,7,192,13,D2
1533,0,18,30,16,20,14,250,4,41,5,214,7,94,2,283,27,29,6,40,12,D4
1534,70,11,295,15,40,11,208,14,63,4,31,13,83,22,114,27,1,9,265,27,D1
1535,10,23,84,5,56,28,218,11,84,9,206,28,60,11,106,10,34,12,95,2,D3
1536,42,12,201,21,65,10,286,17,13,16,147,25,84,21,99,12,7,29,261,21,D2
1537,89,22,92,5,74,29,41,6,85,14,88,16,76,7,277,7,13,7,83,3,D4
1538,42,22,119,18,71,2,262,6,23,0,185,7,27,24,71,7,1,25,158,20,D2
1539,6,10,16,10,14,10,70,5,77,0,231,9,47,18,245,22,40,25,266,-5,D3
1540,98,2,293,16,10,6,199,8,91,7,270,8,56,22,168,25,79,4,77,3,D1
1541,91,1,201,4,93,22,237,24,33,27,60,7,45,18,282,0,37,1,181,2,D1
1542,20,11,181,16,63,11,108,-5,68,3,220,17,16,24,238,18,8,0,90,22,D2
1543,80,11,161,9,87,23,269,29,35,3,54,17,27,24,59,11,5,13,168,22,D1
1544,60,18,255,21,34,19,154,19,74,23,78,20,100,9,62,17,29,17,94,22,D4
1545,99,19,19,20,100,7,170,27,39,10,195,14,82,11,85,22,49,27,166,6,D2
1546,18,15,9,18,12,20,249,6,28,29,42,8,26,4,264,16,56,16,197,-5,D5
1547,57,14,260,22,11,5,52,8,35,22,245,3,58,22,146,0,4,6,285,4,D4
1548,99,16,48,16,35,13,182,8,63,9,289,15,33,25,107,20,53,12,48,22,D3
1549,75,1,126,21,26,8,175,0,68,6,187,17,64,10,192,3,81,28,115,29,D4
1550,98,29,198,7,65,23,109,20,10,17,0,20,35,9,20,17,38,14,83,11,D1
1551,34,14,26,-5,56,3,243,13,2,0,244,29,28,17,153,20,14,2,217,24,D2
1552,27,27,75,28,16,29,167,13,64,28,197,13,68,22,138,4,77,4,201,12,D5
1553,43,19,119,20,53,20,174,-5,80,28,36,4,10,10,201,3,67,11,89,15,D2
1554,12,22,88,11,81,3,213,-5,62,13,175,21,36,0,260,16,14,29,190,11,D2
1555,59,8,299,7,19,6,66,29,95,0,41,4,81,14,196,25,32,15,197,15,D3
1556,76,14,271,19,69,13,284,1,15,10,192,21,5,3,81,28,84,7,42,9,D2
1557,1,25,108,23,73,1,166,27,100,7,54,27,87,22,48,10,17,19,148,24,D3
1558,58,9,214,10,72,5,170,14,51,2,29,11,31,23,246,29,68,14,113,11,D2
1559,49,6,257,3,60,16,24,-5,58,3,166,16,86,18,181,26,79,17,107,16,D1
1560,100,0,275,8,43,13,182,17,51,14,79,19,89,12,157,16,50,12,51,26,D1
1561,59,16,217,19,15,15,297,20,47,16,107,14,28,20,10,4,94,13,233,17,D5
1562,70,7,192,12,58,23,219,20,19,1,203,10,30,7,52,3,0,25,133,15,D1
1563,82,6,198,1,92,24,293,17,85,2,136,23,17,3,296,5,91,7,81,20,D1
1564,17,24,78,29,85,28,54,13,2,0,82,7,26,14,142,5,84,9,20,25,D5
1565,35,1,114,13,25,5,294,1,9,21,53,8,1,1,168,18,99,4,16,23,D5
1566,46,9,123,28,28,21,21,6,28,6,244,19,89,23,128,11,90,18,150,7,D5
1567,81,8,146,22,34,27,187,9,70,29,186,7,46,20,206,4,38,1,189,1,D5
1568,54,14,280,12,57,17,168,22,58,4,129,26,0,19,69,22,41,2,239,26,D1
1569,34,6,211,13,29,21,59,7,45,21,209,12,88,11,187,20,96,18,253,8,D5
1570,27,24,232,27,41,4,267,11,84,20,122,10,94,24,93,17,33,21,141,21,D3
1571,97,11,4,26,6,21,101,17,68,29,40,29,92,20,154,1,41,8,46,25,D4
1572,14,13,123,1,21,22,260,21,58,25,251,22,25,20,242,2,76,8,241,3,D5
1573,100,26,137,4,26,25,210,7,81,5,41,10,5,20,243,20,43,14,85,6,D1
1574,6,11,33,1,56,22,106,26,7,13,290,8,1,21,249,1,78,21,225,8,D5
1575,86,28,74,8,89,10,169,25,0,6,95,12,100,22,220,7,85,26,16,7,D4
1576,18,20,253,19,66,13,207,9,86,11,144,10,10,18,77,8,30,8,165,4,D3
1577,62,5,32,5,18,18,20,29,40,2,29,12,70,0,106,2,79,12,122,22,D4
1578,70,17,122,24,51,9,204,9,31,7,259,-5,44,13,3,18,4,24,276,2,D3
1579,5,9,17,16,66,21,173,14,6,25,294,1,86,9,260,0,0,13,190,10,D4
1580,10,27,32,20,45,16,86,24,21,2,112,20,40,29,136,26,95,18,104,14,D5
1581,23,19,72,11,69,22,233,26,18,16,211,5,0,19,62,7,12,2,289,24,D2
1582,66,4,149,27,73,6,81,5,43,18,164,28,28,3,213,21,15,27,33,2,D2
1583,73,29,295,5,95,16,208,18,7,3,48,15,62,23,172,16,30,11,152,23,D2
1584,91,26,17,16,55,1,74,10,52,6,59,21,1,23,255,-5,37,23,75,20,D2
1585,9,25,278,11,9,17,69,16,82,6,296,13,94,14,65,24,89,21,282,24,D3
1586,1,26,105,14,100,2,124,9,56,16,280,17,98,11,292,21,36,21,139,22,D2
1587,36,29,147,11,75,10,275,21,67,6,267,23,60,3,280,18,39,22,250,20,D4
1588,64,7,250,25,65,28,238,9,43,19,298,28,61,5,92,18,12,22,165,6,D2
1589,36,26,212,21,66,4,138,22,3,3,74,11,69,9,178,12,46,0,172,-5,D5
1590,1,3,249,12,35,5,283,5,4,14,74,18,64,21,167,10,71,24,175,14,D2
1591,84,26,285,16,52,10,224,21,22,23,35,29,34,21,221,13,76,16,260,10,D5
1592,75,27,252,12,59,21,260,13,89,23,267,24,100,25,69,24,88,23,97,21,D1
1593,38,12,257,0,95,26,295,12,71,15,178,16,13,10,135,22,94,12,162,20,D2
1594,32,3,8,10,89,9,1,11,73,3,118,21,37,18,116,21,72,11,106,3,D5
1595,40,21,133,18,25,14,103,6,21,11,283,13,90,13,213,1,38,14,293,2,D4
1596,78,20,197,19,23,13,153,17,68,16,255,10,60,16,131,0,30,17,48,21,D3
1597,7,0,63,18,58,15,128,18,49,10,214,7,61,19,262,11,73,23,38,29,D3
1598,53,13,117,7,64,29,231,1,39,14,295,24,24,8,122,23,92,29,37,8,D2
1599,60,22,45,16,23,4,17,1,33,23,119,9,73,12,224,2,36,9,190,9,D4
1600,52,2,200,13,49,13,67,3,72,17,30,26,45,29,155,27,24,12,38,24,D1
1601,59,9,89,14,36,6,21,4,84,27,232,21,26,10,165,12,26,10,233,27,D1
1602,74,5,26,21,24,17,213,16,80,8,114,15,62,1,149,0,49,2,173,14,D4
1603,30,28,177,17,79,10,134,18,43,14,136,29,44,28,114,25,72,13,97,29,D2
1604,20,5,62,16,92,17,196,23,22,28,111,2,15,9,242,19,11,24,93,21,D2
1605,51,23,151,23,100,19,112,-5,41,4,257,25,67,29,215,7,46,22,247,4,D2
1606,95,21,91,12,71,8,111,20,41,28,284,5,92,24,237,21,33,6,164,2,D1
1607,84,11,129,23,81,7,160,26,70,24,180,22,60,8,161,8,70,19,228,3,D5
1608,85,6,86,27,75,17,132,23,64,23,187,17,40,14,142,26,98,13,251,29,D5
1609,3,9,141,-5,62,3,164,5,63,0,104,15,59,9,102,9,24,24,226,25,D2
1610,27,26,249,22,23,15,261,19,74,29,275,21,97,11,30,22,46,13,118,19,D4
1611,22,28,241,15,79,29,126,10,84,26,173,19,47,2,182,13,6,27,173,13,D4
1612,62,16,23,-5,98,20,298,17,100,8,48,25,78,25,171,15,97,15,169,6,D5
1613,76,18,181,26,12,22,248,4,1,9,127,3,17,18,130,23,61,20,261,20,D5
1614,67,27,46,23,57,29,65,23,5,7,163,4,0,0,16,24,92,27,147,17,D5
1615,65,28,200,25,72,25,43,4,13,15,140,26,76,26,147,9,90,12,151,24,D5
1616,39,21,9,21,93,20,265,27,9,16,215,27,49,4,226,27,62,21,293,24,D2
1617,52,26,19,23,88,8,241,16,14,5,16,25,3,0,228,0,11,11,277,26,D2
1618,67,15,88,21,21,8,131,16,28,22,214,14,38,20,30,17,61,7,271,14,D5
1619,48,3,291,21,44,23,289,23,6,4,8,19,40,3,76,14,82,16,74,20,D1
1620,71,9,49,8,95,29,294,25,22,22,298,11,46,3,202,11,48,28,264,24,D1
1621,5,9,184,7,22,11,148,6,48,21,131,12,2,17,103,11,64,14,118,10,D5
1622,42,18,138,18,19,8,26,18,9,17,186,1,91,14,107,18,95,12,174,0,D5
1623,15,27,95,8,62,18,181,15,25,19,93,-5,8,16,242,2,52,27,214,27,D2
1624,55,29,15,26,61,3,94,22,19,6,225,5,7,6,228,14,97,17,102,0,D5
1625,79,1,89,17,4,12,147,20,21,1,150,19,97,29,232,14,63,5,3,18,D1
1626,0,17,186,-5,89,4,190,28,34,15,145,9,79,27,218,6,99,19,291,24,D5
1627,9,3,9,12,98,19,102,22,89,24,149,19,94,3,251,17,17,13,181,8,D4
1628,58,13,244,15,30,4,158,20,65,12,270,5,8,9,226,4,58,3,5,1,D3
1629,80,20,246,8,47,3,283,1,83,25,100,24,54,14,264,26,10,9,42,17,D2
1630,82,6,65,12,29,28,171,2,46,18,72,0,13,29,119,10,79,18,33,5,D1
1631,54,8,200,15,87,18,120,19,25,8,45,8,9,14,258,16,48,13,9,2,D2
1632,27,4,104,14,3,25,31,6,95,18,214,22,93,15,217,1,78,12,72,1,D4
1633,84,11,79,11,28,16,59,29,21,28,187,25,8,7,120,11,64,8,214,24,D1
1634,16,25,249,3,44,27,202,15,72,21,49,28,46,23,146,18,75,24,263,6,D5
1635,30,12,207,5,10,9,263,2,0,23,2,10,59,13,239,12,99,13,272,14,D5
1636,12,16,52,13,28,23,50,13,85,7,210,22,24,2,190,12,83,7,169,18,D5
1637,87,29,21,23,21,0,18,19,95,17,216,28,53,22,81,4,72,28,271,0,D5
1638,82,0,101,23,76,20,150,21,74,16,79,27,58,25,250,8,18,4,131,-5,D1
1639,10,29,165,1,3,29,182,0,93,11,271,27,50,2,138,15,2,27,109,4,D3
1640,23,15,100,15,8,3,141,26,37,27,205,4,16,8,151,27,70,28,226,17,D5
1641,87,0,110,26,100,2,50,29,3,28,66,0,6,19,117,26,60,16,207,18,D1
1642,72,22,267,8,59,11,296,18,24,16,98,7,52,1,196,23,54,16,244,2,D5
1643,5,19,204,17,48,19,112,19,54,4,273,3,88,11,277,20,30,28,288,12,D3
1644,38,19,147,14,74,16,139,7,61,21,274,14,64,9,136,1,60,20,283,7,D4
1645,97,25,136,24,20,12,215,21,81,22,59,18,30,4,242,5,90,28,209,17,D4
1646,35,9,178,4,43,21,217,3,34,4,119,13,59,2,104,8,41,14,253,4,D4
1647,35,13,196,26,13,15,86,16,34,3,268,26,2,24,280,21,15,2,252,11,D5
1648,80,1,269,-5,77,28,144,15,59,15,199,1,4,10,224,19,87,16,29,29,D1
1649,25,19,46,10,68,20,97,29,16,24,15,9,33,22,119,25,16,4,124,11,D5
1650,70,10,141,26,73,10,38,19,86,27,146,29,96,12,39,8,36,11,9,25,D4
1651,79,13,18,17,13,23,131,7,9,27,160,21,35,9,145,3,58,18,210,3,D5
1652,8,19,156,20,86,9,128,26,66,25,42,-5,43,6,43,24,95,10,99,17,D5
1653,89,7,298,3,62,29,95,22,100,3,64,15,79,22,69,11,29,26,249,21,D1
1654,40,1,82,25,98,21,262,0,64,18,40,17,75,10,184,20,62,20,29,3,D2
1655,30,18,263,22,42,7,215,22,16,9,26,1,40,20,178,19,77,7,160,24,D5
1656,22,11,90,12,38,2,202,17,13,28,29,4,71,26,60,25,78,18,200,15,D5
1657,89,23,166,17,70,4,129,26,99,1,36,21,75,22,87,25,63,24,140,26,D3
1658,9,1,145,14,53,15,274,28,93,14,254,14,39,0,285,29,44,5,228,1,D3
1659,70,18,79,24,35,1,276,8,16,11,186,16,27,27,273,12,4,11,240,19,D2
1660,83,19,213,28,8,28,197,10,99,7,210,21,1,17,220,23,63,9,122,9,D3
1661,71,26,140,17,48,20,158,17,65,12,93,22,23,12,41,22,54,11,265,19,D5
1662,13,15,149,20,37,17,19,28,31,11,64,4,56,12,14,28,89,24,268,13,D5
1663,91,23,71,7,95,29,235,5,79,23,169,14,80,25,260,14,6,0,271,14,D2
1664,50,18,245,3,76,1,223,21,46,9,227,13,25,12,125,19,21,4,23,22,D2
1665,73,7,94,23,86,11,271,8,21,8,146,17,85,15,54,24,59,17,251,25,D2
1666,39,23,169,10,98,5,0,8,83,11,95,7,6,14,54,0,31,12,178,28,D2
1667,68,2,19,22,71,20,92,23,31,16,111,29,72,0,267,10,24,17,286,16,D4
1668,19,19,212,0,70,14,189,6,46,13,230,17,64,8,258,16,30,1,173,11,D2
1669,72,5,23,22,3,20,134,8,57,19,174,21,99,6,56,27,71,9,54,19,D4
1670,14,28,227,1,22,23,85,8,78,22,48,17,5,0,145,7,3,26,272,22,D3
1671,91,12,13,15,94,17,244,-5,80,28,61,16,24,27,282,27,87,1,65,10,D2
1672,36,11,151,19,51,1,102,21,7,21,88,23,19,9,33,12,13,24,190,19,D2
1673,19,19,56,15,81,0,298,18,66,17,217,27,92,24,72,12,36,19,263,3,D2
1674,19,6,49,13,48,27,260,13,94,7,296,2,44,11,17,27,71,26,217,5,D3
1675,81,20,2,27,34,15,246,18,89,27,291,27,77,8,79,21,90,3,44,20,D5
1676,90,4,114,24,53,4,131,3,19,8,160,11,67,19,240,16,100,25,242,1,D5
1677,98,8,233,16,31,22,287,9,100,27,252,-5,77,24,145,11,26,0,217,11,D3
1678,79,13,57,29,21,24,131,7,87,0,132,24,40,0,8,4,41,0,105,3,D3
1679,91,5,177,27,18,22,8,13,77,29,123,17,46,7,206,1,6,27,90,3,D4
1680,97,19,197,7,25,18,39,8,3,0,164,27,62,24,114,16,63,12,74,3,D1
1681,21,8,33,6,46,15,205,15,23,4,217,12,88,14,65,24,16,17,57,8,D4
1682,64,14,97,9,36,5,49,25,29,7,124,21,24,12,99,0,75,19,218,26,D1
1683,12,27,121,5,69,9,269,2,22,26,269,23,100,13,183,19,36,18,178,25,D2
1684,43,19,297,27,85,8,131,1,47,25,218,21,3,29,107,12,44,4,30,7,D2
1685,26,26,208,8,21,21,280,25,57,18,279,25,37,14,212,17,20,10,180,22,D3
1686,21,27,146,14,43,18,289,15,74,17,114,11,60,3,271,1,97,21,42,29,D4
1687,28,7,192,5,0,22,54,26,51,2,251,5,57,15,152,-5,71,18,79,24,D3
1688,60,24,180,12,23,9,198,26,45,5,90,2,6,3,183,15,31,16,46,1,D3
1689,5,28,261,25,59,25,118,27,18,23,93,2,65,14,211,22,73,23,288,22,D5
1690,29,13,240,21,9,0,101,27,15,22,103,2,86,2,210,9,16,22,143,15,D4
1691,53,4,5,12,89,17,243,26,35,17,161,21,38,21,174,23,52,3,107,21,D2
1692,93,22,219,7,60,15,279,10,37,7,34,14,81,13,79,8,0,0,174,23,D1
1693,60,17,289,18,5,19,289,12,77,23,282,13,13,29,240,15,90,4,193,21,D5
1694,46,7,11,9,64,6,296,6,26,28,42,9,0,29,201,28,30,15,285,3,D2
1695,86,3,171,10,12,18,154,12,3,2,288,4,92,1,63,19,29,5,138,18,D1
1696,80,6,284,24,28,14,98,18,96,0,205,28,88,8,197,17,73,26,195,-5,D5
1697,92,16,136,29,0,2,115,23,43,7,108,28,53,15,85,8,47,16,251,12,D5
1698,42,14,207,28,4,16,171,15,13,16,124,6,80,19,199,4,25,13,123,20,D4
1699,29,14,180,10,73,17,188,13,7,28,185,27,54,14,174,22,75,6,214,8,D5
1700,32,5,122,13,30,27,36,23,17,2,208,17,2,1,293,0,57,9,238,11,D5
1701,97,21,138,23,79,20,151,4,14,5,33,10,66,22,49,20,12,15,220,3,D2
1702,85,4,203,5,2,29,100,22,95,25,147,22,85,28,69,1,90,13,40,6,D1
1703,18,4,217,19,33,12,61,10,52,10,232,29,52,1,173,6,68,10,159,22,D4
1704,68,7,108,1,88,22,148,24,76,19,12,-5,85,10,141,28,2,21,104,23,D1
1705,81,18,108,0,31,21,230,12,92,9,224,24,82,7,67,18,9,15,266,20,D1
1706,56,19,74,0,35,16,197,2,56,8,226,28,89,24,300,14,94,29,6,8,D4
1707,32,20,283,1,70,9,5,28,73,11,230,11,76,6,12,16,58,3,142,26,D3
1708,27,19,91,9,31,0,152,1,3,17,118,27,14,25,278,29,53,2,115,22,D2
1709,70,12,183,4,20,11,174,19,42,10,250,15,91,12,94,9,92,14,72,3,D5
1710,40,5,177,14,62,27,30,11,77,6,250,19,10,5,142,6,86,19,73,28,D3
1711,34,16,214,3,25,5,290,17,80,9,298,18,30,29,35,12,70,12,202,2,D5
1712,57,11,211,18,12,5,178,10,43,13,50,6,51,10,114,9,9,12,83,24,D4
1713,62,11,162,9,50,18,75,21,34,22,169,15,84,17,221,26,37,9,274,5,D1
1714,53,8,17,13,65,19,61,25,91,2,22,15,13,27,184,28,78,12,244,4,D5
1715,15,6,109,27,63,1,47,22,65,21,149,16,9,4,34,4,41,1,282,19,D5
1716,4,19,296,2,53,21,158,24,18,20,250,17,20,26,158,29,90,4,267,24,D5
1717,36,3,148,18,91,11,124,22,92,13,92,10,52,4,275,13,84,22,151,28,D3
1718,86,1,285,20,74,2,169,12,98,7,196,13,58,27,97,9,12,23,118,20,D3
1719,36,25,110,23,94,21,172,29,15,25,241,28,10,7,299,10,38,19,169,-5,D5
1720,36,10,63,1,44,2,7,12,11,9,146,21,11,7,43,3,3,4,259,23,D1
1721,46,4,30,28,39,5,133,5,69,19,130,18,41,25,97,24,30,24,99,11,D2
1722,18,13,130,4,72,19,157,5,88,29,42,21,43,16,166,1,28,3,49,20,D2
1723,60,24,1,18,18,2,251,10,8,21,134,7,49,21,111,-5,38,22,149,12,D4
1724,34,10,236,19,70,26,36,7,12,14,169,14,77,5,245,0,42,4,120,2,D4
1725,9,16,45,12,28,28,0,3,91,2,139,21,81,19,147,14,94,20,264,11,D5
1726,47,20,105,15,21,14,116,24,89,29,295,11,95,6,127,21,78,8,190,27,D4
1727,81,16,233,12,21,6,15,-5,6,29,4,28,85,6,240,14,44,23,193,7,D4
1728,39,3,72,4,73,8,187,13,75,15,8,13,89,25,272,14,53,28,110,19,D2
1729,52,26,114,3,44,5,253,10,4,28,58,28,52,23,10,8,60,23,43,8,D2
1730,59,6,290,5,17,29,162,27,25,0,262,17,79,3,193,25,5,1,16,14,D1
1731,90,24,58,2,48,16,137,9,51,7,184,2,90,23,58,12,85,12,299,16,D5
1732,84,20,94,24,49,29,54,6,37,12,169,5,81,23,64,17,51,22,109,14,D3
1733,43,16,259,13,25,0,25,13,27,5,195,18,22,14,201,28,85,26,19,18,D1
1734,83,10,211,-5,94,20,237,14,75,2,113,19,4,2,2,14,63,20,294,1,D1
1735,41,13,136,2,70,22,100,23,94,12,286,8,26,4,173,8,75,17,211,7,D3
1736,100,24,18,18,23,26,298,9,37,8,197,16,74,12,42,21,99,14,54,27,D1
1737,64,8,6,8,16,19,51,18,37,7,210,25,45,6,25,9,90,21,78,5,D5
1738,55,19,269,1,83,5,58,17,89,0,282,18,71,11,249,1,79,11,33,15,D3
1739,30,23,58,17,43,14,54,23,92,8,207,7,84,1,120,1,62,16,253,29,D4
1740,71,20,268,6,27,4,181,15,66,11,75,14,75,25,216,3,99,10,157,17,D5
1741,5,9,250,15,87,26,297,6,92,19,15,5,77,13,275,8,45,29,280,23,D4
1742,93,26,221,20,0,18,150,4,99,4,48,25,59,3,120,7,28,13,67,19,D4
1743,22,10,129,13,5,21,12,1,55,0,162,-5,37,10,69,2,16,27,184,16,D3
1744,85,8,143,19,39,29,32,5,87,16,124,12,76,11,209,8,33,21,151,11,D4
1745,90,6,127,9,26,24,230,1,75,25,81,1,33,5,179,15,49,16,148,4,D1
1746,37,26,295,20,35,28,53,7,92,4,178,25,57,26,24,14,79,4,128,27,D3
1747,45,0,158,7,32,24,64,21,77,19,27,20,9,16,214,29,89,17,243,21,D1
1748,28,17,115,2,86,25,165,18,49,23,166,26,65,15,110,13,99,6,226,21,D5
1749,22,9,33,15,19,0,224,8,53,4,50,1,45,22,32,26,29,26,158,23,D3
1750,32,6,166,15,9,12,196,2,89,23,169,12,33,13,286,5,80,18,181,20,D3
1751,4,18,223,16,64,14,106,0,47,9,255,2,29,28,109,12,25,23,42,28,D3
1752,51,26,261,12,16,23,141,12,45,25,46,17,95,22,288,12,63,8,60,21,D4
1753,76,4,187,15,36,6,3,27,40,23,29,3,33,12,146,28,23,24,136,28,D1
1754,95,23,179,8,6,28,23,11,83,10,228,16,64,14,273,7,33,12,144,16,D1
1755,83,20,286,22,38,18,266,19,93,4,293,8,39,24,214,27,70,8,30,28,D3
1756,21,21,23,21,78,27,201,4,84,28,49,25,79,14,166,6,39,4,123,12,D4
1757,68,15,25,14,80,7,154,17,70,26,39,12,5,16,218,16,74,18,224,6,D5
1758,29,6,179,12,74,2,108,1,4,7,162,17,52,19,112,17,37,13,282,0,D2
1759,16,13,91,23,51,12,183,20,96,7,281,-5,89,23,297,28,92,22,66,2,D3
1760,2,22,226,17,53,16,244,28,72,21,144,14,91,2,116,26,0,11,236,29,D4
1761,9,21,284,28,22,2,184,29,97,1,256,15,85,6,231,28,96,7,288,27,D3
1762,86,20,171,24,9,10,112,1,87,21,177,20,35,16,271,20,59,7,102,5,D5
1763,46,6,294,26,84,17,15,10,16,2,154,13,38,23,118,3,60,15,24,28,D2
1764,56,28,16,23,41,19,53,15,99,24,14,24,31,21,98,0,35,0,5,0,D5
1765,33,10,34,3,24,25,165,8,7,9,254,25,53,26,187,14,0,17,87,26,D1
1766,68,6,252,12,53,18,24,10,75,28,267,9,59,4,224,18,66,23,111,10,D1
1767,7,10,221,23,29,18,67,2,63,15,66,14,48,19,213,11,96,22,148,22,D5
1768,11,20,168,2,52,25,289,11,19,10,152,22,54,2,104,9,83,14,49,1,D5
1769,92,20,104,13,98,19,114,19,31,15,175,25,46,21,42,23,88,9,278,8,D5
1770,96,7,5,14,36,12,197,15,19,2,77,-5,12,26,74,17,33,24,234,8,D1
1771,85,2,187,29,68,7,258,28,40,27,42,22,93,9,44,-5,0,29,278,6,D4
1772,26,29,257,15,56,27,87,12,6,24,220,11,47,24,178,26,92,12,92,29,D5
1773,63,1,196,3,66,3,236,7,47,20,234,17,69,17,113,17,49,13,271,4,D1
1774,59,26,29,25,25,11,261,16,44,27,161,21,64,19,174,25,95,11,250,12,D5
1775,45,15,241,11,14,4,156,1,94,27,163,13,44,24,36,12,55,14,173,10,D3
1776,7,19,225,12,75,1,3,3,89,24,41,5,23,2,126,24,22,2,194,12,D2
1777,8,27,113,28,61,10,81,-5,80,12,135,16,59,4,137,15,100,12,243,23,D2
1778,53,20,117,21,58,16,65,15,16,14,115,14,12,25,168,16,100,23,45,6,D5
1779,51,16,8,1,0,7,202,1,84,5,165,10,50,9,156,28,5,3,163,24,D3
1780,43,1,191,3,42,14,39,22,66,27,197,28,21,22,182,5,8,28,152,14,D1
1781,73,2,50,28,43,0,294,7,30,21,22,6,68,26,69,7,23,24,188,2,D2
1782,6,0,34,-5,59,12,162,10,54,29,152,12,5,24,283,27,23,12,222,28,D2
1783,21,16,225,5,86,10,193,27,21,21,123,29,64,20,273,27,97,19,184,13,D5
1784,43,3,237,0,92,6,105,-5,5,7,249,7,16,8,145,9,20,29,162,17,D2
1785,25,21,286,20,43,1,239,11,61,18,98,13,56,8,45,25,95,9,283,3,D5
1786,41,13,40,11,5,26,148,15,41,26,190,26,52,19,21,5,20,0,267,10,D5
1787,32,0,1,22,75,18,149,3,37,8,253,23,2,3,23,12,38,0,202,13,D2
1788,24,26,40,24,93,3,287,1,15,24,200,9,27,6,273,10,18,24,108,28,D2
1789,9,15,256,16,100,14,33,24,95,9,257,0,95,27,61,9,50,20,180,21,D3
1790,97,25,56,9,22,14,186,25,72,12,12,25,71,29,204,6,67,18,164,20,D1
1791,9,19,129,0,67,16,52,28,59,13,273,19,23,28,18,-5,75,24,51,8,D3
1792,89,21,118,18,24,29,222,0,49,3,145,5,59,24,208,14,74,19,77,18,D3
1793,65,15,276,1,75,1,17,26,79,24,94,13,73,29,29,9,28,19,142,1,D1
1794,6,17,240,8,64,9,189,0,74,4,227,1,27,5,158,1,15,1,227,20,D3
1795,95,16,30,2,85,8,105,9,6,21,2,3,93,21,148,20,30,9,139,7,D1
1796,92,8,211,13,4,14,143,0,82,8,103,21,56,9,233,20,2,26,224,16,D1
1797,75,4,268,29,20,29,3,10,40,21,97,3,46,22,66,6,38,9,223,0,D5
1798,74,16,157,22,6,15,142,2,23,13,39,25,5,13,90,1,31,3,195,28,D1
1799,27,8,92,5,83,8,173,20,77,6,74,1,23,5,216,-5,85,7,45,26,D3
1800,8,9,205,26,26,11,66,26,69,29,187,22,9,25,263,23,41,25,251,28,D3
1801,21,9,130,2,92,11,140,22,3,11,15,15,58,17,296,11,40,22,210,23,D2
1802,79,19,204,1,95,23,245,22,100,23,152,14,5,23,9,27,77,14,192,20,D1
1803,99,23,162,27,85,29,276,8,28,14,5,11,23,19,241,26,74,8,97,5,D5
1804,25,21,92,12,39,24,19,12,30,17,210,20,85,15,129,5,75,10,68,15,D4
1805,20,14,189,22,98,7,183,5,75,29,226,17,83,4,125,28,49,1,263,4,D2
1806,42,8,98,-5,20,9,73,25,19,24,135,22,91,19,266,7,55,21,173,13,D4
1807,71,20,7,17,77,14,80,14,49,10,167,13,76,20,187,0,20,6,186,18,D4
1808,46,5,237,27,9,9,298,16,49,21,290,19,6,29,237,24,4,16,286,24,D3
1809,81,3,18,7,21,3,87,17,93,23,236,9,14,10,201,11,36,9,158,21,D1
1810,5,9,280,25,90,27,161,20,7,0,173,24,3,7,14,17,36,26,149,13,D2
1811,89,20,270,23,47,29,190,25,59,10,270,9,58,9,289,8,86,11,292,23,D4
1812,41,15,300,12,45,20,12,-5,8,15,297,27,58,7,67,17,81,14,97,24,D2
1813,34,5,252,18,79,22,65,27,96,9,32,10,63,23,162,23,76,0,206,27,D3
1814,84,1,27,21,67,7,151,29,12,2,82,4,40,14,23,11,45,17,175,27,D1
1815,83,29,180,16,33,16,68,11,67,3,42,4,78,9,286,22,81,7,93,14,D3
1816,62,6,289,11,7,12,250,-5,14,4,170,18,96,28,157,23,39,10,14,21,D1
1817,15,16,141,19,69,8,30,20,8,7,216,28,33,19,149,22,100,26,277,17,D5
1818,100,18,12,2,11,17,159,26,95,8,195,7,24,12,189,-5,60,27,178,27,D3
1819,24,28,213,9,62,28,43,27,6,19,169,21,10,7,273,9,96,14,230,22,D5
1820,74,20,77,27,18,11,285,11,59,11,92,21,59,7,99,7,99,1,130,25,D5
1821,61,29,62,6,6,27,216,9,68,21,173,18,52,14,79,22,84,19,186,22,D5
1822,38,3,89,18,1,2,131,23,44,0,224,24,39,0,201,28,7,28,100,3,D3
